Primary category name,Secondary category name,Tertiary category name,attribute,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,,
Baby products,Children's room/table/chair/furniture,Children's table,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Children's room/table/chair/furniture,Children's table,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Children's room/table/chair/furniture,Children's table,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Children's room/table/chair/furniture,Baby clothes hanger,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Children's room/table/chair/furniture,Baby clothes hanger,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Children's room/table/chair/furniture,Baby clothes hanger,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Children's room/table/chair/furniture,Baby clothes hanger,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,other,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,other,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,other,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Bottle/bottle related,other,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Insulation box / insulation bag,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Insulation box / insulation bag,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Insulation box / insulation bag,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Bottle/bottle related,Insulation box / insulation bag,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Milk powder storage box / milk powder box,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Milk powder storage box / milk powder box,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Milk powder storage box / milk powder box,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Bottle/bottle related,Milk powder storage box / milk powder box,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Bottle,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Bottle,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Bottle,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Bottle/bottle related,Bottle,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Bottle handle/handle,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Bottle handle/handle,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Bottle handle/handle,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Bottle/bottle related,Bottle handle/handle,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Bottle drying rack,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Bottle drying rack,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Bottle drying rack,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Bottle/bottle related,Bottle drying rack,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Bottle box,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Bottle box,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Bottle box,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Bottle/bottle related,Bottle box,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Bottle clip,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Bottle clip,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Bottle clip,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Bottle/bottle related,Bottle clip,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Bottle brush / nipple brush,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Bottle brush / nipple brush,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Bottle brush / nipple brush,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Bottle/bottle related,Bottle brush / nipple brush,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Bottle thermometer,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Bottle thermometer,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Bottle thermometer,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Bottle/bottle related,Bottle thermometer,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Pacifier/pacifier,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Pacifier/pacifier,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Pacifier/pacifier,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Bottle/bottle related,Pacifier/pacifier,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Pacifier box,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Pacifier box,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,Pacifier box,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Bottle/bottle related,Pacifier box,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,straw,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,straw,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Bottle/bottle related,straw,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Bottle/bottle related,straw,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Other baby products,Other baby products,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Other baby products,Other baby products,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Other baby products,Other baby products,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Other baby products,Other baby products,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Cleaning fluid / clothing care,Bottle and vegetable cleaning solution,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cleaning fluid / clothing care,Bottle and vegetable cleaning solution,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cleaning fluid / clothing care,Bottle and vegetable cleaning solution,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Cleaning fluid / clothing care,Bottle and vegetable cleaning solution,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Cleaning fluid / clothing care,Cleaning fluid / clothing care,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cleaning fluid / clothing care,Cleaning fluid / clothing care,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cleaning fluid / clothing care,Cleaning fluid / clothing care,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Cleaning fluid / clothing care,Cleaning fluid / clothing care,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Cleaning fluid / clothing care,Softener,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cleaning fluid / clothing care,Softener,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cleaning fluid / clothing care,Softener,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Cleaning fluid / clothing care,Softener,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Cleaning fluid / clothing care,washing powder,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cleaning fluid / clothing care,washing powder,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cleaning fluid / clothing care,washing powder,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Cleaning fluid / clothing care,washing powder,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Cleaning fluid / clothing care,Laundry liquid,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cleaning fluid / clothing care,Laundry liquid,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cleaning fluid / clothing care,Laundry liquid,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Cleaning fluid / clothing care,Laundry liquid,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Mosquito repellent,Gold water,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Mosquito repellent,Gold water,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Mosquito repellent,Gold water,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Mosquito repellent,Gold water,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Mosquito repellent,Mosquito repellent,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Mosquito repellent,Mosquito repellent,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Mosquito repellent,Mosquito repellent,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Mosquito repellent,Mosquito repellent,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Mosquito repellent,Antipyretic paste,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Mosquito repellent,Antipyretic paste,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Mosquito repellent,Antipyretic paste,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Mosquito repellent,Antipyretic paste,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Daily care,other,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Daily care,other,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Daily care,other,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Daily care,other,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Daily care,Ear spoon,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Daily care,Ear spoon,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Daily care,Ear spoon,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Daily care,Ear spoon,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Daily care,Protective mask,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Daily care,Protective mask,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Daily care,Protective mask,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Daily care,Protective mask,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Daily care,Navel stick,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Daily care,Navel stick,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Daily care,Navel stick,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Daily care,Navel stick,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Daily care,Scissors/nail scissors,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Daily care,Scissors/nail scissors,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Daily care,Scissors/nail scissors,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Daily care,Scissors/nail scissors,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Daily care,Hair clipper,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Daily care,Hair clipper,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
