一级类目名称,二级类目名称,三级类目名称,属性,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,,,,
Baby clothing,Home service/underwear,Nightdress,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Baby clothing,Home service/underwear,Nightdress,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Nightdress,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Nightdress,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Nightdress,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Baby clothing,Home service/underwear,Nightdress,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,pajamas,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Baby clothing,Home service/underwear,pajamas,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,pajamas,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,pajamas,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,pajamas,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Baby clothing,Home service/underwear,pajamas,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Pajama set,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Baby clothing,Home service/underwear,Pajama set,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Pajama set,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Pajama set,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Pajama set,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Baby clothing,Home service/underwear,Pajama set,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Bathrobe,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Baby clothing,Home service/underwear,Bathrobe,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Bathrobe,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Bathrobe,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,,,
Baby clothing,Home service/underwear,Bathrobe,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Baby clothing,Home service/underwear,Bathrobe,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Dad baby clothes,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Baby clothing,Parent-child,Dad baby clothes,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Dad baby clothes,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Dad baby clothes,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Dad baby clothes,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Baby clothing,Parent-child,Dad baby clothes,Size,size1,size2,size3,size4,size5,size6,size7,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Mother baby clothes,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Baby clothing,Parent-child,Mother baby clothes,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Mother baby clothes,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Mother baby clothes,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Mother baby clothes,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Baby clothing,Parent-child,Mother baby clothes,Size,size1,size2,size3,size4,size5,size6,size7,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Whole family,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Baby clothing,Parent-child,Whole family,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Whole family,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Whole family,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,,,
Baby clothing,Parent-child,Whole family,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Baby clothing,Parent-child,Whole family,Size,size1,size2,size3,size4,size5,size6,size7,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Other accessories,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Baby clothing,Children's wear,Other accessories,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Other accessories,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Other accessories,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Other accessories,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Baby clothing,Children's wear,Other accessories,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,T-shirt,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Baby clothing,Children's wear,T-shirt,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,T-shirt,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,T-shirt,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,T-shirt,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Baby clothing,Children's wear,T-shirt,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,skirt,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Baby clothing,Children's wear,skirt,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,skirt,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,skirt,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,skirt,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Baby clothing,Children's wear,skirt,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Bib skirt / bib,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Baby clothing,Children's wear,Bib skirt / bib,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Bib skirt / bib,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Bib skirt / bib,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Bib skirt / bib,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Baby clothing,Children's wear,Bib skirt / bib,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,shirt,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Baby clothing,Children's wear,shirt,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,shirt,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,shirt,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,shirt,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Baby clothing,Children's wear,shirt,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Bottom/small/boots,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Baby clothing,Children's wear,Bottom/small/boots,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Bottom/small/boots,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Bottom/small/boots,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Bottom/small/boots,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Baby clothing,Children's wear,Bottom/small/boots,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,camisole,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Baby clothing,Children's wear,camisole,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,camisole,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,camisole,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,camisole,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Baby clothing,Children's wear,camisole,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Children's dress,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Baby clothing,Children's wear,Children's dress,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Children's dress,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Children's dress,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Children's dress,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Baby clothing,Children's wear,Children's dress,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Children's socks,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Baby clothing,Children's wear,Children's socks,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Children's socks,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Children's socks,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Children's socks,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Baby clothing,Children's wear,Children's socks,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Children's bathing suit / pants / cap,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Baby clothing,Children's wear,Children's bathing suit / pants / cap,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Children's bathing suit / pants / cap,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Children's bathing suit / pants / cap,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Children's bathing suit / pants / cap,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Baby clothing,Children's wear,Children's bathing suit / pants / cap,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Children's wear,Harem pants / bloomers,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
